,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Risk
4316,0,22400,81617.0,125950.0,DebtCon,Other,9.0,0.0,0.0,289.51969874,1.0,16.0,35.513658504,LOW
4317,0,22400,71784.0,101695.0,DebtCon,Other,,2.0,1.0,239.90330404,2.0,14.0,42.816367563,LOW
4318,0,22400,18371.0,38311.0,DebtCon,Other,1.0,0.0,0.0,37.235000479,2.0,3.0,29.476003401,LOW
4319,0,22500,44228.0,86872.0,HomeImp,Other,24.0,0.0,0.0,256.28691889,1.0,6.0,26.853259022,LOW
4320,0,22500,127709.0,167975.0,DebtCon,Office,1.0,,0.0,367.18951506,,51.0,37.888049808,LOW
4321,0,22500,,143254.0,,,,,,,,,,N/A
4322,0,22500,62137.0,95708.0,DebtCon,Office,4.0,,,187.16614886,,16.0,37.460417567,N/A
4323,0,22500,52000.0,87250.0,DebtCon,Other,7.0,0.0,0.0,232.33333333,1.0,20.0,,LOW
4324,0,22500,,42800.0,DebtCon,Other,,,,89.3,,13.0,,N/A
4325,1,22500,60700.0,91000.0,DebtCon,Self,13.0,0.0,0.0,145.06666667,6.0,29.0,,LOW
4326,0,22500,57762.0,95790.0,DebtCon,Office,3.0,0.0,0.0,151.71506582,1.0,21.0,34.863596079,LOW
4327,0,22500,48405.0,86989.0,DebtCon,Other,14.0,0.0,0.0,94.928088498,1.0,9.0,4.029951372,LOW
4328,0,22500,76493.0,105545.0,DebtCon,Other,,1.0,1.0,235.54177624,2.0,13.0,43.061669134,LOW
4329,0,22500,96170.0,118502.0,HomeImp,Mgr,10.0,0.0,0.0,118.15195,1.0,24.0,33.200548022,LOW
4330,0,22500,40884.0,76895.0,DebtCon,ProfExe,8.0,0.0,0.0,270.26019668,0.0,18.0,39.954572785,LOW
4331,0,22500,73567.0,88157.0,DebtCon,Other,2.0,0.0,0.0,111.4005357,1.0,30.0,33.519228144,LOW
4332,0,22500,87361.0,140632.0,DebtCon,ProfExe,24.0,0.0,0.0,146.29617189,0.0,25.0,39.876769931,LOW
4333,0,22500,75010.0,114769.0,DebtCon,Mgr,9.0,0.0,1.0,294.29716609,1.0,28.0,30.611051161,LOW
4334,0,22500,,24811.0,DebtCon,ProfExe,7.0,0.0,0.0,97.536619949,1.0,19.0,19.472272471,LOW
4335,0,22500,136086.0,180804.0,,Mgr,26.0,,4.0,329.40723708,1.0,27.0,33.031415536,N/A
4336,0,22600,133264.0,172882.0,DebtCon,ProfExe,6.0,1.0,0.0,190.24756023,0.0,37.0,19.973955025,LOW
4337,0,22600,59050.0,99152.0,DebtCon,ProfExe,0.0,0.0,0.0,195.08386181,0.0,26.0,33.404212205,LOW
4338,0,22600,91177.0,112123.0,DebtCon,Other,24.0,0.0,0.0,251.58240353,1.0,26.0,42.077988376,LOW
4339,0,22600,96485.0,120470.0,HomeImp,Mgr,9.0,0.0,0.0,112.84033563,2.0,24.0,31.865916827,LOW
4340,0,22600,142117.0,179173.0,DebtCon,ProfExe,5.0,,,200.8339688,4.0,42.0,41.00966476,N/A
4341,0,22600,72522.0,91587.0,DebtCon,Other,2.0,0.0,0.0,99.000467962,2.0,30.0,35.262113587,LOW
4342,0,22600,63363.0,90816.0,DebtCon,Office,3.0,,,174.32656084,,15.0,38.742481605,N/A
4343,0,22600,,144841.0,,,,,,,,,16.382390686,N/A
4344,0,22600,,55376.0,DebtCon,Other,,0.0,1.0,316.09687448,0.0,18.0,38.135866892,LOW
4345,0,22600,233000.0,260000.0,HomeImp,Self,6.0,1.0,0.0,244.53333333,3.0,51.0,,LOW
4346,1,22600,69675.0,92300.0,DebtCon,Other,16.0,0.0,6.0,240.43333333,0.0,30.0,,HIGH
4347,1,22600,155056.0,187000.0,DebtCon,Mgr,0.1,0.0,0.0,253.6,0.0,27.0,,LOW
4348,1,22600,78975.0,103374.0,DebtCon,Mgr,11.0,0.0,0.0,259.31975498,1.0,14.0,27.744055511,LOW
4349,0,22600,109808.0,139133.0,DebtCon,Mgr,9.0,1.0,0.0,195.45882578,4.0,18.0,40.206106424,LOW
4350,0,22600,31933.0,47669.0,HomeImp,Self,4.0,0.0,,133.44747901,,11.0,24.201086188,N/A
4351,0,22600,,45744.0,DebtCon,Other,,,,84.231761118,,12.0,28.453876923,N/A
4352,0,22600,41920.0,70383.0,DebtCon,Office,5.0,0.0,0.0,178.78664033,1.0,26.0,36.098694125,LOW
4353,0,22600,,58856.0,DebtCon,Other,,0.0,1.0,298.81954171,0.0,18.0,38.195026538,LOW
4354,0,22600,239115.0,264462.0,HomeImp,Self,5.0,0.0,0.0,244.17973039,2.0,50.0,36.700870555,LOW
4355,0,22600,34226.0,85424.0,DebtCon,ProfExe,9.0,0.0,0.0,277.8486564,0.0,18.0,38.005683199,LOW
4356,0,22600,,55419.0,DebtCon,Other,,0.0,0.0,299.95579613,0.0,18.0,39.095195695,LOW
4357,0,22600,61503.0,101786.0,HomeImp,ProfExe,17.0,0.0,0.0,622.35576774,1.0,24.0,21.686668612,LOW
4358,0,22600,131098.0,176119.0,,Mgr,26.0,,5.0,339.67701817,1.0,28.0,33.057559856,HIGH
4359,0,22700,73280.0,92961.0,DebtCon,ProfExe,8.0,0.0,1.0,109.57029237,3.0,26.0,34.614422556,LOW
4360,0,22700,91303.0,98362.0,HomeImp,,7.0,,,,,,30.681015154,N/A
4361,0,22700,,132297.0,HomeImp,Other,1.0,0.0,0.0,309.44594908,3.0,20.0,29.371002276,LOW
4362,0,22700,75354.0,106186.0,DebtCon,Other,,0.0,0.0,175.33937624,1.0,24.0,38.256593617,LOW
4363,0,22700,35261.0,54701.0,HomeImp,Self,3.0,0.0,,134.10826197,,11.0,24.52482499,N/A
4364,0,22700,77356.0,106233.0,HomeImp,Mgr,14.0,0.0,0.0,161.64634096,0.0,27.0,35.420928075,LOW
4365,0,22700,93542.0,99198.0,HomeImp,,6.0,,,,,,30.080343444,N/A
4366,0,22700,93413.0,134653.0,DebtCon,ProfExe,,0.0,0.0,219.57065379,1.0,21.0,27.284560734,LOW
4367,0,22700,36253.0,88461.0,HomeImp,Other,24.0,0.0,0.0,255.0887578,0.0,7.0,26.867617382,LOW
4368,0,22700,128020.0,164199.0,DebtCon,ProfExe,7.0,0.0,0.0,175.88480789,0.0,37.0,21.232357898,LOW
4369,1,22700,94601.0,99755.0,DebtCon,Other,3.0,0.0,0.0,129.56430076,0.0,16.0,37.969304541,LOW
4370,0,22700,46929.0,71169.0,DebtCon,Other,6.0,0.0,0.0,57.880815934,2.0,19.0,35.552088146,LOW
4371,0,22700,155284.0,197634.0,DebtCon,ProfExe,15.0,,,103.7859943,0.0,24.0,29.540322043,N/A
4372,0,22700,108488.0,139559.0,HomeImp,ProfExe,11.0,0.0,0.0,190.9727785,0.0,23.0,34.080016231,LOW
4373,0,22700,,57156.0,DebtCon,Other,,0.0,0.0,289.54567264,0.0,19.0,40.162944538,LOW
4374,0,22800,76502.0,101288.0,DebtCon,Other,20.0,0.0,0.0,188.07772245,0.0,12.0,40.351902286,LOW
4375,0,22800,96495.0,122362.0,HomeImp,Mgr,8.0,0.0,0.0,120.9792917,2.0,24.0,29.809835155,LOW
4376,0,22800,74979.0,109716.0,DebtCon,Mgr,9.0,0.0,1.0,289.82236965,1.0,28.0,31.479906883,LOW
4377,0,22800,76733.0,105624.0,DebtCon,Mgr,1.0,,,225.32750789,5.0,23.0,40.691953683,N/A
4378,0,22800,49361.0,81914.0,DebtCon,Mgr,4.0,0.0,0.0,264.93706618,2.0,25.0,32.010244608,LOW
4379,0,22800,127010.0,171758.0,,Mgr,25.0,,5.0,335.61565087,0.0,27.0,32.365041562,HIGH
4380,0,22800,39166.0,84407.0,DebtCon,ProfExe,11.0,0.0,0.0,276.12197299,0.0,19.0,38.968366525,LOW
4381,0,22800,,147730.0,,,,,,,,,16.179249586,N/A
4382,0,22800,,97634.0,HomeImp,Other,8.0,0.0,0.0,177.56974031,1.0,16.0,40.772248428,LOW
4383,0,22800,,74988.0,DebtCon,Sales,2.0,0.0,0.0,393.51047241,0.0,23.0,24.050207993,LOW
4384,0,22800,,146840.0,,,,,,,,,14.800087156,N/A
4385,0,22800,132706.0,170396.0,DebtCon,ProfExe,8.0,0.0,0.0,147.41494905,0.0,37.0,19.518531863,LOW
4386,0,22800,52760.0,81362.0,,,,,,,,,38.024677319,N/A
4387,0,22800,,57761.0,DebtCon,Other,,0.0,0.0,310.48293878,0.0,18.0,38.505705059,LOW
4388,0,22800,64659.0,96063.0,DebtCon,Mgr,8.0,0.0,0.0,201.06828707,2.0,18.0,31.541822123,LOW
4389,0,22800,52644.0,96376.0,DebtCon,Other,7.0,0.0,0.0,238.38014523,0.0,19.0,34.94670077,LOW
4390,0,22800,62754.0,101781.0,HomeImp,ProfExe,19.0,0.0,0.0,628.98194793,0.0,24.0,20.200302232,LOW
4391,1,22800,129697.0,167475.0,DebtCon,ProfExe,5.0,0.0,1.0,202.60380291,1.0,18.0,22.043933842,LOW
4392,0,22900,,148018.0,,,,,,,,,15.938057792,N/A
4393,0,22900,191970.0,232998.0,DebtCon,ProfExe,3.0,0.0,0.0,301.13845241,0.0,27.0,36.788469564,LOW
4394,0,22900,64803.0,92258.0,DebtCon,Other,3.0,1.0,0.0,84.925881368,2.0,29.0,33.68409323,LOW
4395,0,22900,90702.0,115355.0,DebtCon,Mgr,24.0,,0.0,308.85054,1.0,42.0,38.793334326,LOW
4396,0,22900,70497.0,103855.0,HomeImp,Mgr,13.0,0.0,0.0,149.98961042,0.0,27.0,33.76898573,LOW
4397,0,22900,41279.0,59993.0,DebtCon,Other,0.0,0.0,0.0,111.23759721,0.0,17.0,20.929729402,LOW
4398,0,22900,18059.0,57109.0,DebtCon,Other,26.0,0.0,1.0,213.03628478,0.0,24.0,25.547010323,LOW
4399,0,22900,95321.0,123082.0,DebtCon,Self,3.0,0.0,0.0,205.44151908,2.0,26.0,34.05349114,LOW
4400,0,22900,,81255.0,DebtCon,Sales,3.0,0.0,0.0,405.86784833,0.0,22.0,23.542129915,LOW
4401,0,22900,64350.0,93126.0,DebtCon,Office,6.0,,,181.82604634,,16.0,39.391352107,N/A
4402,0,22900,59702.0,97591.0,HomeImp,ProfExe,16.0,0.0,0.0,627.66207954,0.0,24.0,22.118852085,LOW
4403,0,22900,136032.0,180899.0,DebtCon,ProfExe,21.0,0.0,0.0,240.34747113,0.0,24.0,41.596747473,LOW
4404,0,22900,61067.0,96306.0,DebtCon,Other,5.0,0.0,0.0,228.898609,1.0,20.0,36.134959463,LOW
4405,1,22900,67312.0,95000.0,HomeImp,Mgr,3.9,0.0,2.0,122.76666667,0.0,32.0,,LOW
4406,0,22900,65017.0,88066.0,DebtCon,Other,3.0,0.0,0.0,93.552927533,1.0,29.0,32.011079376,LOW
4407,0,22900,107241.0,138883.0,DebtCon,Mgr,9.0,1.0,0.0,201.7857441,5.0,18.0,41.140752079,LOW
4408,1,22900,161754.0,193666.0,DebtCon,Mgr,2.0,0.0,0.0,260.25108099,0.0,27.0,30.278929391,LOW
4409,0,22900,28217.0,52804.0,DebtCon,Other,14.0,0.0,0.0,109.36568457,1.0,25.0,30.587728164,LOW
4410,0,22900,41174.0,86851.0,HomeImp,Other,25.0,0.0,0.0,267.13260885,0.0,7.0,24.380389513,LOW
4411,0,22900,131767.0,174684.0,,Mgr,24.0,,4.0,329.64779497,1.0,28.0,32.361627061,N/A
4412,0,22900,41130.0,81069.0,DebtCon,ProfExe,8.0,0.0,0.0,276.08761885,0.0,19.0,38.501406575,LOW
4413,0,22900,88244.0,103144.0,HomeImp,,8.0,,,,,,31.072693603,N/A
4414,0,22900,50876.0,74270.0,DebtCon,Other,5.0,0.0,0.0,72.004509982,1.0,19.0,34.957029896,LOW
4415,0,23000,108464.0,155821.0,DebtCon,Mgr,16.0,0.0,0.0,170.22315657,0.0,26.0,35.059327002,LOW
4416,0,23000,,56390.0,DebtCon,Other,,0.0,1.0,314.27371253,0.0,19.0,37.74372511,LOW
4417,0,23000,58696.0,102176.0,HomeImp,ProfExe,18.0,0.0,0.0,629.09576631,0.0,23.0,22.825607116,LOW
4418,0,23000,,150364.0,,,,,,,,,17.125660427,N/A
4419,0,23000,91732.0,140728.0,DebtCon,ProfExe,,0.0,0.0,203.90667763,0.0,21.0,27.692237423,LOW
4420,0,23000,62893.0,90989.0,DebtCon,Office,4.0,,,179.84686269,,16.0,38.630946734,N/A
4421,0,23000,76561.0,111389.0,DebtCon,Mgr,8.0,0.0,1.0,301.23291075,2.0,28.0,30.346706109,LOW
4422,0,23000,68275.0,89967.0,DebtCon,ProfExe,8.0,1.0,0.0,140.71441489,4.0,25.0,33.694943696,LOW
4423,1,23000,58577.0,69327.0,,Other,4.0,0.0,2.0,110.4144797,2.0,33.0,133.52827043,LOW
4424,0,23000,,46846.0,DebtCon,Other,,,,77.553203053,,13.0,25.614294668,N/A
4425,0,23000,72681.0,105405.0,DebtCon,Mgr,0.0,,,230.07506449,4.0,23.0,43.519093321,N/A
4426,0,23000,76213.0,184360.0,,Other,12.0,0.0,0.0,379.34995485,0.0,16.0,32.040366079,LOW
4427,0,23000,48191.0,65080.0,DebtCon,Other,26.0,0.0,0.0,302.84988395,2.0,32.0,33.870695551,LOW
4428,1,23000,72638.0,109183.0,DebtCon,ProfExe,2.0,0.0,0.0,177.61164796,2.0,22.0,48.277591224,LOW
4429,1,23000,163805.0,216500.0,HomeImp,Self,3.5,,,,,,,N/A
4430,0,23000,131200.0,163390.0,DebtCon,Other,7.0,1.0,0.0,215.06666667,1.0,20.0,,LOW
4431,0,23000,213000.0,280000.0,HomeImp,ProfExe,7.0,,5.0,468.86666667,,56.0,,HIGH
4432,0,23000,42600.0,69500.0,DebtCon,Other,10.0,0.0,0.0,119.7,1.0,20.0,,LOW
4433,1,23000,56000.0,92000.0,DebtCon,Other,8.0,1.0,4.0,69.133333333,2.0,27.0,,N/A
4434,1,23000,47000.0,78000.0,DebtCon,Other,17.8,2.0,1.0,100.46666667,0.0,28.0,,LOW
4435,1,23000,32000.0,55000.0,DebtCon,Other,0.4,0.0,0.0,211.03333333,0.0,23.0,,LOW
4436,0,23000,48003.0,64720.0,DebtCon,Office,4.0,0.0,0.0,160.6060458,1.0,26.0,33.629923296,LOW
4437,0,23000,32946.0,52054.0,HomeImp,Self,6.0,0.0,,123.06721674,,10.0,24.02181712,N/A
4438,0,23000,,49906.0,DebtCon,Other,,,,96.756969054,,13.0,27.441242408,N/A
4439,0,23000,71902.0,101750.0,HomeImp,Other,5.0,0.0,0.0,214.38925238,0.0,13.0,29.045964061,LOW
4440,0,23100,95352.0,115077.0,DebtCon,Other,24.0,0.0,0.0,253.32937133,0.0,26.0,39.816800565,LOW
4441,0,23100,71680.0,101492.0,DebtCon,Mgr,1.0,,,230.36161621,5.0,24.0,39.872708847,N/A
4442,0,23100,61524.0,96308.0,DebtCon,Office,1.0,0.0,0.0,160.38316815,1.0,21.0,35.112241195,LOW
4443,0,23100,141937.0,179756.0,HomeImp,Mgr,6.0,0.0,0.0,328.39849318,0.0,16.0,43.910045849,LOW
4444,0,23100,75837.0,183443.0,,Other,9.0,0.0,0.0,377.29103995,0.0,17.0,31.435316117,LOW
4445,0,23100,93805.0,135780.0,HomeImp,ProfExe,5.0,0.0,0.0,155.02538165,0.0,31.0,34.644921651,LOW
4446,0,23100,83458.0,107589.0,DebtCon,Mgr,24.0,,0.0,314.06637396,1.0,43.0,38.043726208,LOW
4447,0,23100,133867.0,174105.0,,Mgr,26.0,,3.0,332.40983989,0.0,28.0,30.768637688,N/A
4448,0,23100,42862.0,63916.0,DebtCon,Office,5.0,0.0,0.0,182.93211997,1.0,26.0,35.583789235,LOW
4449,0,23100,72712.0,185787.0,,Other,10.0,0.0,0.0,362.18170443,1.0,16.0,31.86715522,LOW
4450,0,23100,109498.0,156191.0,DebtCon,Mgr,15.0,0.0,0.0,186.20199627,0.0,25.0,33.794211606,LOW
4451,0,23100,64601.0,100170.0,DebtCon,Office,2.0,0.0,0.0,156.67537504,0.0,21.0,34.000236065,LOW
4452,0,23100,235937.0,266793.0,HomeImp,Self,5.0,1.0,0.0,242.61486138,2.0,51.0,36.88704865,LOW
4453,0,23200,184526.0,237546.0,DebtCon,ProfExe,2.0,0.0,0.0,291.6334148,0.0,26.0,39.483913745,LOW
4454,0,23200,62811.0,99320.0,DebtCon,Office,3.0,0.0,0.0,166.86109892,1.0,21.0,36.071271567,LOW
4455,0,23200,96345.0,135081.0,DebtCon,ProfExe,,0.0,0.0,217.48054226,0.0,20.0,26.799930011,LOW
4456,0,23200,112948.0,159050.0,DebtCon,Mgr,16.0,0.0,0.0,189.83900867,0.0,25.0,33.49396616,LOW
4457,1,23200,129355.0,171709.0,DebtCon,ProfExe,0.0,0.0,0.0,328.51412138,0.0,30.0,40.048440044,LOW
4458,0,23200,96043.0,140090.0,DebtCon,ProfExe,21.0,0.0,0.0,162.64043049,0.0,24.0,39.205100427,LOW
4459,1,23200,14511.0,81579.0,DebtCon,Other,7.0,0.0,3.0,272.938299,0.0,23.0,47.120580493,N/A
4460,0,23200,40905.0,81651.0,DebtCon,ProfExe,6.0,0.0,0.0,274.00207957,0.0,19.0,40.109442513,LOW
4461,0,23200,131804.0,171144.0,DebtCon,ProfExe,6.0,0.0,0.0,197.76872804,0.0,37.0,19.778851787,LOW
4462,0,23200,144542.0,176611.0,DebtCon,ProfExe,5.0,,,179.239077,5.0,42.0,40.823160429,N/A
4463,0,23300,82472.0,110321.0,DebtCon,Other,,0.0,0.0,174.23998064,2.0,25.0,37.912872473,LOW
4464,0,23300,103162.0,135013.0,DebtCon,Mgr,9.0,1.0,0.0,188.93983988,5.0,18.0,40.670817077,LOW
4465,0,23300,81144.0,106102.0,DebtCon,Mgr,7.0,0.0,0.0,288.37273939,1.0,28.0,33.271413361,LOW
4466,0,23300,65310.0,89959.0,DebtCon,Other,2.0,0.0,0.0,89.794149202,1.0,30.0,33.986098814,LOW
4467,0,23300,143821.0,177028.0,HomeImp,Mgr,8.0,0.0,0.0,320.92343613,0.0,16.0,44.752958859,LOW
4468,1,23300,36000.0,,DebtCon,Other,19.0,4.0,0.0,113.56666667,2.0,20.0,,LOW
4469,1,23300,84083.0,107407.0,DebtCon,Self,2.0,0.0,1.0,153.23333333,6.0,23.0,,LOW
4470,0,23300,61496.0,102823.0,HomeImp,ProfExe,18.0,0.0,0.0,649.74710438,1.0,24.0,20.872560266,LOW
4471,1,23300,71734.0,100072.0,DebtCon,ProfExe,6.0,0.0,7.0,122.79944314,0.0,21.0,34.530438587,HIGH
4472,0,23300,27793.0,50177.0,DebtCon,Other,16.0,0.0,0.0,136.40160303,1.0,24.0,28.052921095,LOW
4473,1,23300,103783.0,132612.0,DebtCon,Sales,1.0,0.0,,120.34796658,0.0,19.0,203.31214869,N/A
4474,0,23300,91957.0,135827.0,DebtCon,ProfExe,,0.0,1.0,203.07168751,0.0,20.0,27.833356125,LOW
4475,0,23300,88825.0,104609.0,HomeImp,,8.0,,,,,,28.013238842,N/A
4476,0,23300,89847.0,136259.0,DebtCon,ProfExe,,0.0,0.0,210.01611964,0.0,21.0,29.779942256,LOW
4477,0,23400,64332.0,95770.0,HomeImp,Office,13.0,0.0,0.0,128.23922251,0.0,13.0,35.157645613,LOW
4478,0,23400,81379.0,105005.0,DebtCon,Other,,0.0,0.0,186.89092458,1.0,24.0,37.889768706,LOW
4479,0,23400,91165.0,99564.0,HomeImp,,8.0,,,,,,28.978621413,N/A
4480,0,23400,72262.0,94646.0,DebtCon,Other,2.0,0.0,0.0,105.99926564,1.0,29.0,31.8406351,LOW
4481,0,23400,89427.0,106590.0,HomeImp,,6.0,,,,,,29.371651522,N/A
4482,0,23400,48549.0,68957.0,DebtCon,Office,6.0,0.0,0.0,172.81072664,1.0,27.0,34.456762198,LOW
4483,0,23400,125750.0,165732.0,DebtCon,ProfExe,6.0,0.0,0.0,195.08453906,0.0,38.0,20.733031637,LOW
4484,0,23400,97865.0,120172.0,DebtCon,Self,2.0,0.0,0.0,200.57575228,1.0,26.0,36.398728722,LOW
4485,0,23400,35634.0,61149.0,DebtCon,Other,,0.0,0.0,204.64278621,0.0,13.0,41.115158943,LOW
4486,0,23400,89226.0,119604.0,DebtCon,Self,3.0,0.0,0.0,221.68138332,1.0,26.0,34.556201402,LOW
4487,0,23400,90924.0,116819.0,DebtCon,Other,24.0,0.0,0.0,245.89786162,1.0,27.0,40.857427037,LOW
4488,0,23400,45766.0,66192.0,DebtCon,Other,26.0,0.0,0.0,284.78157228,2.0,32.0,35.936794804,LOW
4489,0,23500,95289.0,122273.0,HomeImp,Mgr,9.0,0.0,0.0,118.61613434,1.0,23.0,30.447274539,LOW
4490,0,23500,,90205.0,HomeImp,Other,9.0,0.0,0.0,169.01497354,0.0,16.0,38.698735922,LOW
4491,0,23500,90246.0,119320.0,DebtCon,Other,22.0,0.0,0.0,239.25964489,1.0,26.0,41.336696482,LOW
4492,1,23500,52457.0,77436.0,DebtCon,Other,16.0,0.0,0.0,,0.0,0.0,33.568766269,LOW
4493,0,23500,18989.0,51607.0,DebtCon,Other,26.0,0.0,1.0,206.76549496,0.0,24.0,27.551408817,LOW
4494,0,23500,44952.0,70191.0,DebtCon,Office,6.0,0.0,0.0,164.96393992,1.0,26.0,35.788157705,LOW
4495,0,23500,68049.0,93394.0,DebtCon,Mgr,6.0,0.0,0.0,191.1124423,2.0,18.0,32.13282224,LOW
4496,0,23500,133197.0,168990.0,DebtCon,Other,8.0,1.0,0.0,214.28459938,0.0,19.0,36.642629039,LOW
4497,0,23500,48286.0,81958.0,DebtCon,Mgr,6.0,0.0,0.0,248.86009427,2.0,25.0,32.467300894,LOW
4498,1,23500,54816.0,87000.0,DebtCon,Other,3.5,0.0,1.0,223.2,0.0,17.0,,LOW
4499,1,23500,,143168.0,DebtCon,Office,10.0,,,,,,35.733567331,N/A
4500,0,23500,,131203.0,HomeImp,Other,0.0,0.0,0.0,318.84712976,3.0,21.0,31.084155792,LOW
4501,0,23500,146371.0,179434.0,DebtCon,ProfExe,6.0,,,195.17814464,4.0,43.0,39.94505447,N/A
4502,0,23500,75708.0,102198.0,DebtCon,Mgr,2.0,,,231.43431589,5.0,23.0,42.179786422,N/A
4503,0,23500,,59600.0,DebtCon,Other,26.0,0.0,0.0,127.8,0.0,9.0,,LOW
4504,0,23500,90129.0,141785.0,DebtCon,ProfExe,23.0,1.0,0.0,158.99682446,0.0,25.0,40.331950332,LOW
4505,0,23500,37858.0,60890.0,DebtCon,Other,2.0,0.0,0.0,110.05727377,0.0,17.0,19.268439553,LOW
4506,0,23500,65587.0,87101.0,DebtCon,Other,3.0,0.0,0.0,83.238000041,2.0,30.0,32.031678369,LOW
4507,0,23500,62742.0,111921.0,DebtCon,ProfExe,15.0,0.0,3.0,282.97601589,0.0,36.0,27.148205463,N/A
4508,0,23500,132737.0,285749.0,HomeImp,Mgr,4.0,0.0,0.0,213.39299486,0.0,14.0,31.236113807,LOW
4509,0,23500,94109.0,97194.0,DebtCon,ProfExe,1.0,1.0,0.0,116.81864817,0.0,20.0,35.866116431,LOW
4510,0,23500,,66217.0,DebtCon,Other,24.0,0.0,1.0,122.14755148,1.0,8.0,20.17202126,LOW
4511,0,23500,55731.0,89079.0,DebtCon,Mgr,4.0,0.0,0.0,273.67437989,1.0,25.0,33.509409038,LOW
4512,0,23500,190239.0,233603.0,DebtCon,ProfExe,3.0,0.0,0.0,285.33129265,0.0,27.0,39.916482966,LOW
4513,0,23500,147696.0,118200.0,,ProfExe,4.0,0.0,0.0,103.67278586,2.0,34.0,30.361711413,LOW
4514,0,23500,86144.0,138953.0,DebtCon,Other,13.0,0.0,0.0,110.05419832,3.0,15.0,41.841690898,LOW
4515,0,23500,62441.0,97293.0,DebtCon,Office,1.0,0.0,0.0,152.83275416,0.0,21.0,34.531259989,LOW
4516,1,23500,,116983.0,HomeImp,Other,,0.0,1.0,143.4146448,0.0,10.0,35.060319852,LOW
4517,0,23600,70769.0,183593.0,,Other,11.0,0.0,0.0,367.09848754,1.0,17.0,33.789192331,LOW
4518,0,23600,30758.0,57280.0,DebtCon,Other,13.0,0.0,0.0,104.39569049,2.0,24.0,31.120398625,LOW
4519,0,23600,87875.0,139025.0,DebtCon,Other,10.0,0.0,0.0,112.91251455,2.0,15.0,38.505897277,LOW
4520,0,23600,136607.0,172414.0,DebtCon,Other,6.0,0.0,0.0,226.04029456,0.0,20.0,36.976930394,LOW
4521,0,23600,,68208.0,DebtCon,Other,26.0,0.0,0.0,119.58590128,0.0,8.0,20.818255542,LOW
4522,0,23600,50424.0,70281.0,DebtCon,Other,24.0,0.0,0.0,312.73847118,4.0,31.0,35.771675924,LOW
4523,0,23600,69846.0,189234.0,,Other,11.0,0.0,0.0,357.8050619,0.0,17.0,30.564280336,LOW
4524,0,23600,36438.0,80176.0,DebtCon,ProfExe,10.0,0.0,0.0,289.70153888,0.0,19.0,39.929954554,LOW
4525,0,23600,57327.0,105411.0,DebtCon,ProfExe,14.0,0.0,3.0,276.18236267,0.0,35.0,29.283032502,N/A
4526,0,23600,94908.0,101678.0,DebtCon,ProfExe,1.0,1.0,0.0,125.70170443,0.0,19.0,33.224319129,LOW
4527,0,23600,141000.0,175000.0,DebtCon,Other,2.0,0.0,0.0,192.76666667,0.0,35.0,,LOW
4528,0,23600,82639.0,114266.0,DebtCon,Other,,0.0,0.0,186.15634723,2.0,25.0,37.943868201,LOW
4529,0,23600,96452.0,125277.0,HomeImp,Mgr,11.0,0.0,0.0,127.35992199,1.0,23.0,30.985538961,LOW
4530,0,23600,126254.0,169638.0,DebtCon,ProfExe,6.0,0.0,0.0,176.74916309,0.0,38.0,17.620920214,LOW
4531,0,23600,82407.0,106431.0,DebtCon,Other,,0.0,0.0,169.80527106,0.0,24.0,39.488844436,LOW
4532,0,23600,140284.0,182591.0,DebtCon,ProfExe,21.0,0.0,0.0,224.94134673,0.0,24.0,41.871755799,LOW
4533,0,23600,56023.0,83659.0,DebtCon,Mgr,5.0,0.0,0.0,267.75553453,2.0,25.0,32.200781329,LOW
4534,0,23700,76196.0,100929.0,DebtCon,Other,17.0,0.0,0.0,180.73115396,1.0,13.0,41.526026449,LOW
4535,0,23700,,78878.0,DebtCon,Sales,4.0,0.0,0.0,408.18764616,0.0,23.0,24.200935826,LOW
4536,0,23700,57553.0,101656.0,HomeImp,ProfExe,19.0,0.0,0.0,648.32849259,0.0,23.0,22.84647896,LOW
4537,1,23700,43712.0,75191.0,DebtCon,Office,6.0,0.0,0.0,50.717534833,2.0,18.0,37.10325125,LOW
4538,0,23700,,78812.0,DebtCon,Sales,4.0,0.0,0.0,412.02054674,0.0,24.0,25.637263088,LOW
4539,0,23700,138632.0,186585.0,DebtCon,ProfExe,20.0,0.0,0.0,225.89772555,0.0,24.0,42.766829612,LOW
4540,0,23700,144373.0,180927.0,DebtCon,ProfExe,5.0,,,175.81537537,5.0,43.0,40.315790028,N/A
4541,0,23700,,46665.0,DebtCon,Other,,,,85.128353796,,12.0,24.991359419,N/A
4542,0,23700,46910.0,75136.0,DebtCon,Other,10.0,0.0,0.0,119.23120438,1.0,19.0,43.829588004,LOW
4543,0,23700,93734.0,98099.0,HomeImp,,8.0,,,,,,30.020087994,N/A
4544,0,23700,62949.0,99295.0,HomeImp,Office,15.0,0.0,0.0,145.35528027,0.0,14.0,36.032760292,LOW
4545,1,23700,76000.0,106000.0,DebtCon,Sales,2.6,1.0,0.0,138.96666667,2.0,38.0,,LOW
4546,0,23700,82983.0,106877.0,DebtCon,Other,,0.0,0.0,177.01767442,2.0,24.0,40.995208218,LOW
